Tag,UserID,Answers,Accepted,Votes,Reputation,AvgAnswerLength,AvgAcceptedLength,LastActiveTime,Days,Score
android,2696588,2,3,0,61,157.5,835.6666667,1392042686,344,1.292943
eclipse,616559,2,3,0,744,590.5,542.6666667,1400510782,246,1.292943
eclipse,1373545,2,3,0,3683,170,681,1411912523,114,1.292943
arraylist,2115021,14,3,13,3341,329.7857143,309.3333333,1394646123,313,1.292724706
android,4030157,8,4,2,203,1394.5,1343.75,1417462999,49,1.291443333
android,1562659,6,2,10,692,1095.666667,456,1419843997,22,1.2861925
multithreading,41423,6,2,10,14438,578.5,1112.5,1411546714,118,1.2861925
arraylist,1085186,6,2,10,3499,607,542,1416858546,56,1.2861925
eclipse,3957309,6,2,10,1502,400.5,557,1412255837,110,1.2861925
eclipse,506855,6,2,10,14189,498.6666667,438.5,1404384562,201,1.2861925
regex,391161,6,2,10,22411,530,804,1403640903,209,1.2861925
arraylist,1057429,9,2,15,22157,600.6666667,514.5,1419112181,30,1.279667273
jsp,1459174,3,3,1,1317,834,883,1401963708,229,1.2785875
android,4232337,3,3,1,309,298,616.3333333,1415811954,68,1.2785875
android,1040885,3,3,1,10340,276,393,1418326002,39,1.2785875
android,1133106,3,3,1,692,324,331.6666667,1404104377,204,1.2785875
android,3824919,3,3,1,3054,620,1034.333333,1413498583,95,1.2785875
android,3082247,3,3,1,696,682.6666667,601.3333333,1418363492,39,1.2785875
android,565672,3,3,1,746,767.3333333,537.3333333,1407859868,161,1.2785875
hibernate,1210779,3,3,1,3193,742.3333333,689,1413796960,92,1.2785875
swing,3230038,3,3,1,3921,901,1111.333333,1409170333,145,1.2785875
swing,2951754,3,3,1,257,610.6666667,495.6666667,1397109620,285,1.2785875
android,4268764,4,3,2,233,184.25,292,1418730009,35,1.268333571
android,3396826,4,3,2,940,244.5,587.6666667,1399058771,262,1.268333571
html,2702504,4,3,2,7333,291.75,556,1399701766,255,1.268333571
eclipse,82788,4,3,2,21289,588,531,1415133079,76,1.268333571
android,403950,4,3,2,1915,356,382.3333333,1398190431,272,1.268333571
android,2450152,4,3,2,984,851.5,738.3333333,1401707137,232,1.268333571
android,2226436,4,3,2,822,359,501.6666667,1395403732,305,1.268333571
android,3912847,4,3,2,201,1301.75,872.3333333,1419942355,21,1.268333571
android,3837191,4,3,2,434,1532.5,2199.666667,1408947024,148,1.268333571
hibernate,3701228,4,3,2,4788,344,891.3333333,1415228766,75,1.268333571
hibernate,1303680,4,3,2,1320,400.75,231.6666667,1409037854,147,1.268333571
spring,1629242,4,3,2,862,1540.75,924.6666667,1407425167,166,1.268333571
multithreading,213480,4,3,2,667,506.25,1282.666667,1417719243,46,1.268333571
eclipse,3824919,4,3,2,3054,735.25,512,1416676551,58,1.268333571
spring,1140250,11,4,4,690,383.5454545,920,1416470329,61,1.263425333
jpa,258741,11,4,4,2126,600,373.5,1419975254,20,1.263425333
android,804967,5,3,3,3420,486.8,509.6666667,1417554278,48,1.260643125
android,3203859,5,3,3,131,221.8,383,1408140813,157,1.260643125
jdbc,2926241,5,3,3,481,352.6,399,1418897736,33,1.260643125
maven,3487063,5,3,3,1561,1745.4,378.3333333,1409767487,138,1.260643125
android,3739316,5,3,3,481,1061,3169,1410140221,134,1.260643125
arrays,2413303,8,2,13,3512,1217.875,1202.5,1414421562,85,1.258521
android,2694254,5,2,8,371,893.6,2204.5,1402416170,224,1.256915714
generics,2338547,5,2,8,1969,1158.4,1403.5,1414718869,81,1.256915714
arraylist,2745792,5,2,8,2261,1393,1095,1409563463,141,1.256915714
java-ee,424903,5,2,8,1660,625.4,403.5,1414407681,85,1.256915714
eclipse,616460,5,2,8,17518,910.8,475.5,1415838080,68,1.256915714
eclipse,3580294,5,2,8,5616,704,731,1404462705,200,1.256915714
swing,783412,5,2,8,12927,610.8,198,1408764586,150,1.256915714
swing,3778451,5,2,8,358,284.8,650.5,1411032683,124,1.256915714
arrays,1844148,5,2,8,2401,632.4,690.5,1416456806,61,1.256915714
arrays,2499035,5,2,8,2409,567.2,730.5,1416456084,61,1.256915714
arrays,1892802,5,2,8,4501,621.6,565.5,1414722603,81,1.256915714
maven,57695,5,2,8,251832,568.4,297.5,1412189213,110,1.256915714
java-ee,577181,5,2,8,4575,944.2,328,1416070303,66,1.256915714
javascript,3145373,5,2,8,2216,432.4,747.5,1412160404,111,1.256915714
jsp,571007,6,3,4,1186,587.6666667,280,1415132668,76,1.254661667
android,4174697,6,3,4,817,424.1666667,350.6666667,1419696878,24,1.254661667
android,1326107,6,3,4,980,684.3333333,424.3333333,1416410903,62,1.254661667
android,1097125,6,3,4,1029,446,937.6666667,1419067733,31,1.254661667
android,2736039,6,3,4,934,709,524.3333333,1402420235,223,1.254661667
android,2165447,6,3,4,1720,410.5,277.3333333,1396276814,295,1.254661667
jar,207421,6,3,4,129140,601.8333333,283.3333333,1418160143,41,1.254661667
spring-mvc,524010,2,2,3,1128,512.5,307.5,1411332804,120,1.2529025
spring-mvc,545127,2,2,3,10759,801,480,1410265255,133,1.2529025
spring-mvc,3017818,2,2,3,1304,1194.5,981,1412318891,109,1.2529025
spring-mvc,249327,2,2,3,5010,324,377,1396993122,286,1.2529025
string,113632,2,2,3,8437,893.5,1235,1409070045,147,1.2529025
string,870248,2,2,3,13457,195,299,1415640486,70,1.2529025
string,3222695,2,2,3,5833,293.5,634.5,1397510021,280,1.2529025
string,584388,2,2,3,592,459,283,1392628833,337,1.2529025
tomcat,4040179,2,2,3,1418,506,269.5,1417544112,48,1.2529025
jsp,2764279,2,2,3,1586,379.5,346,1400754938,243,1.2529025
android,321354,2,2,3,7069,322.5,883.5,1418717462,35,1.2529025
android,4257519,2,2,3,74,221,610.5,1418197901,41,1.2529025
android,3784668,2,2,3,80,372.5,602,1404720159,197,1.2529025
android,2065663,2,2,3,644,328.5,383.5,1393367853,328,1.2529025
android,2423205,2,2,3,22687,1382,854,1399684589,255,1.2529025
android,1388116,2,2,3,2586,1067.5,260.5,1410807158,126,1.2529025
android,475217,2,2,3,2224,398.5,1388,1414679141,82,1.2529025
android,4105962,2,2,3,361,240.5,571,1417602939,48,1.2529025
android,2732991,2,2,3,3707,452.5,398,1404619792,198,1.2529025
android,2563754,2,2,3,5594,848.5,1011.5,1414741810,81,1.2529025
android,2802622,2,2,3,892,302.5,495.5,1392352983,340,1.2529025
android,3383038,2,2,3,88,429,778,1417099129,54,1.2529025
android,1798991,2,2,3,443,457.5,160.5,1406698372,174,1.2529025
android,1300669,2,2,3,3182,486,1224.5,1411089475,123,1.2529025
android,3055345,2,2,3,596,1586,1234.5,1409755608,139,1.2529025
android,795245,2,2,3,2756,161,1091,1392956921,333,1.2529025
jdbc,4005008,2,2,3,1403,1918,2663.5,1411487401,119,1.2529025
hibernate,869225,2,2,3,1871,908,754.5,1406136949,180,1.2529025
hibernate,697630,2,2,3,23175,1487.5,1236.5,1409513757,141,1.2529025
hibernate,1830513,2,2,3,3088,1126,660.5,1411197103,122,1.2529025
hibernate,855672,2,2,3,438,493.5,602,1407548263,164,1.2529025
hibernate,2893284,2,2,3,224,230.5,210,1402923971,218,1.2529025
sql,478399,2,2,3,66421,258,388.5,1411476030,119,1.2529025
sql,1869933,2,2,3,3485,348,1298.5,1397513921,280,1.2529025
sql,3869092,2,2,3,672,189.5,225.5,1411769217,115,1.2529025
sql,2702510,2,2,3,1835,363.5,522,1403240099,214,1.2529025
sql,2577734,2,2,3,4162,329.5,333.5,1415712899,70,1.2529025
spring,3476973,2,2,3,183,578.5,900,1396470372,292,1.2529025
spring,827480,2,2,3,4362,577.5,581.5,1396642321,290,1.2529025
spring,606679,2,2,3,7008,302.5,1082.5,1400705071,243,1.2529025
spring,3620171,2,2,3,1084,535,255.5,1406065722,181,1.2529025
spring,2575725,2,2,3,4283,394,367.5,1416470266,61,1.2529025
spring,3560660,2,2,3,353,377.5,929.5,1399138524,261,1.2529025
spring,1649466,2,2,3,2187,776,840,1397180124,284,1.2529025
spring,21234,2,2,3,213317,528.5,570,1419918621,21,1.2529025
generics,2756547,2,2,3,10068,585.5,1068.5,1411542994,118,1.2529025
xml,2075349,2,2,3,1091,80.5,332,1396323085,294,1.2529025
json,116472,2,2,3,48039,289,545.5,1417856490,45,1.2529025
json,594406,2,2,3,2120,1154,2845.5,1413490682,95,1.2529025
json,2019993,2,2,3,1903,230,202.5,1406138156,180,1.2529025
multithreading,2067338,2,2,3,844,228.5,460.5,1410202071,133,1.2529025
multithreading,3558355,2,2,3,366,949.5,1091.5,1398892277,264,1.2529025
mysql,2086401,2,2,3,1849,173,481,1414673171,82,1.2529025
jar,2300597,2,2,3,19214,165.5,565.5,1400190881,249,1.2529025
sockets,895215,2,2,3,7972,916.5,731.5,1413787285,92,1.2529025
maven,3017003,2,2,3,3830,1371.5,402.5,1414611504,82,1.2529025
maven,1023553,2,2,3,2598,1054,314,1411036695,124,1.2529025
arraylist,429621,2,2,3,1529,3619.5,1520.5,1415440970,73,1.2529025
arraylist,1271541,2,2,3,812,520,823,1405781768,185,1.2529025
java-ee,2631139,2,2,3,697,291,582,1418243467,40,1.2529025
java-ee,1443084,2,2,3,2028,802,1157,1405502314,188,1.2529025
java-ee,2616755,2,2,3,3360,1082.5,385,1391988376,344,1.2529025
eclipse,2067484,2,2,3,2178,221.5,403,1412875990,102,1.2529025
eclipse,2194537,2,2,3,1893,108.5,274,1405508436,188,1.2529025
eclipse,2024761,2,2,3,22280,316.5,371.5,1401872212,230,1.2529025
eclipse,2390644,2,2,3,2022,456,1410,1419548829,25,1.2529025
eclipse,2486371,2,2,3,509,175,745.5,1409642138,140,1.2529025
swing,2145295,2,2,3,3326,579.5,476,1415720508,70,1.2529025
swing,2730985,2,2,3,1164,688,1318,1404053975,205,1.2529025
swing,476791,2,2,3,776,2963.5,1847.5,1394312007,317,1.2529025
swing,2628956,2,2,3,3297,384,354,1409133111,146,1.2529025
regex,415448,2,2,3,58324,274,687.5,1411717521,116,1.2529025
regex,2599416,2,2,3,624,519.5,1159.5,1408359392,155,1.2529025
regex,784043,2,2,3,1532,273.5,351,1400158780,250,1.2529025
regex,1860591,2,2,3,3530,486,491,1414335534,86,1.2529025
servlets,3231778,2,2,3,947,742,530,1407460450,165,1.2529025
servlets,3018377,2,2,3,2194,763,663,1410892354,125,1.2529025
servlets,1072150,2,2,3,5329,339.5,578,1419057731,31,1.2529025
arrays,1516967,2,2,3,725,486,597.5,1413277112,98,1.2529025
arrays,1337135,2,2,3,2114,196,460,1412069705,112,1.2529025
arrays,579671,2,2,3,3142,111.5,169.5,1417786643,46,1.2529025
string,3770701,2,2,3,551,496,351.5,1410889143,125,1.2529025
string,3565225,2,2,3,345,351.5,388,1419336340,28,1.2529025
tomcat,2091925,2,2,3,3663,1318,863,1391529822,350,1.2529025
android,1925776,2,2,3,432,522.5,604.5,1410205574,133,1.2529025
android,1245847,2,2,3,119,304.5,473.5,1402578689,222,1.2529025
android,2498729,2,2,3,4884,377,729.5,1404743698,197,1.2529025
android,2967673,2,2,3,1084,514.5,1155,1397038146,286,1.2529025
android,464988,2,2,3,80589,841,229,1410288847,132,1.2529025
android,1703318,2,2,3,245,1833.5,1034,1388743283,382,1.2529025
android,3778703,2,2,3,419,932.5,1724,1410589689,129,1.2529025
android,3046894,2,2,3,301,906.5,2639,1392766054,335,1.2529025
android,472336,2,2,3,390,222.5,1155.5,1396503316,292,1.2529025
android,1502079,2,2,3,1326,696,1695.5,1419708267,23,1.2529025
android,1552178,2,2,3,319,311,508,1418913137,33,1.2529025
jdbc,3701228,2,2,3,4788,1190.5,480.5,1416423310,61,1.2529025
hibernate,72673,2,2,3,19458,536.5,214.5,1413446861,96,1.2529025
hibernate,981744,2,2,3,6332,342,865,1406088222,181,1.2529025
spring,4293203,2,2,3,396,211.5,275,1418313159,40,1.2529025
xml,1617024,2,2,3,6474,1577,368.5,1410027477,135,1.2529025
xml,618059,2,2,3,3729,365.5,715.5,1417534635,49,1.2529025
jpa,280244,2,2,3,47605,136.5,510,1411539697,118,1.2529025
multithreading,4005008,2,2,3,1403,1931,1717.5,1417271432,52,1.2529025
multithreading,2104293,2,2,3,273,494.5,541,1391951001,345,1.2529025
multithreading,697716,2,2,3,321,609,369,1399384705,259,1.2529025
html,3679490,2,2,3,17434,448.5,229.5,1419936648,21,1.2529025
netbeans,506855,2,2,3,14189,339.5,211.5,1398465729,269,1.2529025
sockets,1897870,2,2,3,2508,416.5,400,1415941116,67,1.2529025
maven,2095321,2,2,3,142,161.5,328,1406537057,176,1.2529025
maven,2246591,2,2,3,298,978.5,1316.5,1421242584,6,1.2529025
maven,492694,2,2,3,20224,566,304,1413766913,92,1.2529025
eclipse,3436086,2,2,3,373,175,135.5,1418498880,37,1.2529025
eclipse,1134181,2,2,3,2730,1344.5,158,1415945387,67,1.2529025
user-interface,1705598,2,2,3,14678,1287.5,598.5,1413368669,97,1.2529025
arrays,1773303,2,2,3,2477,703,367.5,1415570963,71,1.2529025
arrays,280537,2,2,3,1058,1224.5,1478.5,1394870086,311,1.2529025
jsp,3693828,7,3,5,1067,665.5714286,586.6666667,1409655079,140,1.2498765
android,3952702,7,3,5,965,792.1428571,2166.666667,1416573436,60,1.2498765
android,1722489,7,3,5,1433,1118.285714,667.3333333,1397206674,284,1.2498765
spring,1847482,7,3,5,315,628.5714286,326.6666667,1414264085,86,1.2498765
android,2785047,8,3,6,1498,1023.5,501.3333333,1406269475,179,1.245961364
android,2674697,8,3,6,1151,602.375,598.6666667,1419341792,28,1.245961364
hibernate,301607,8,3,6,34733,574.5,272.6666667,1417608257,48,1.245961364
eclipse,2193767,8,3,6,12154,392.25,361.3333333,1412854581,103,1.245961364
swing,2766501,3,1,12,269,397.3333333,148,1395757590,301,1.2438625
regex,3283790,3,1,12,2835,410.3333333,978,1405435633,189,1.2438625
regex,2817802,3,1,12,3980,314,341,1402639440,221,1.2438625
android,3110609,9,3,7,1,754.7777778,10409.33333,1408701492,151,1.24269875
html,821657,9,3,7,16775,326.2222222,301,1419843686,22,1.24269875
jsp,1143399,10,3,8,590,551.7,1364,1404373823,201,1.239938077
android,2030899,10,3,8,633,317,357,1410479889,130,1.239938077
android,2609085,10,3,8,1728,559.9,734,1400828344,242,1.239938077
android,1806099,11,3,9,2920,1025.454545,859.6666667,1415186020,76,1.237571786
spring-mvc,614482,7,2,11,3439,691,930,1396548462,291,1.232675556
spring,2396539,7,2,11,13042,533.8571429,1341,1411312240,121,1.232675556
json,2675669,7,2,11,7139,639.8571429,357,1397117443,285,1.232675556
multithreading,2245707,7,2,11,2378,506.2857143,408,1418718364,35,1.232675556
eclipse,2825864,7,2,11,3439,262.5714286,351.5,1410496361,130,1.232675556
regex,3580294,7,2,11,5616,869.5714286,301,1402444253,223,1.232675556
spring-mvc,592139,1,1,5,66938,307,451,1408492528,153,1.2272175
string,1702990,1,1,5,3493,1056,346,1395358880,305,1.2272175
string,2422648,1,1,5,162,196,881,1395053369,309,1.2272175
string,3499609,1,1,5,791,173,1110,1409391893,143,1.2272175
string,3084258,1,1,5,1115,171,399,1397468287,281,1.2272175
string,2024692,1,1,5,293,222,879,1391769186,347,1.2272175
string,282229,1,1,5,4847,422,1425,1409386554,143,1.2272175
string,1585868,1,1,5,1590,279,1167,1395373353,305,1.2272175
tomcat,1095863,1,1,5,630,97,148,1413886998,91,1.2272175
tomcat,251708,1,1,5,2844,272,466,1406057872,181,1.2272175
jsp,1686291,1,1,5,2704,334,1456,1405083709,193,1.2272175
jsp,1116391,1,1,5,8607,869,1612,1400944342,241,1.2272175
android,2303988,1,1,5,634,321,340,1390896914,357,1.2272175
android,608649,1,1,5,1809,130,790,1416601964,59,1.2272175
android,1893995,1,1,5,6464,181,648,1406532301,176,1.2272175
android,3784501,1,1,5,44,53,175,1404018634,205,1.2272175
android,3090678,1,1,5,443,79,503,1407859991,161,1.2272175
android,1124868,1,1,5,1584,715,500,1411416308,119,1.2272175
android,1717036,1,1,5,2012,79,1930,1406236232,179,1.2272175
android,1472186,1,1,5,409,559,247,1411300353,121,1.2272175
android,2798291,1,1,5,4782,863,2107,1408454115,154,1.2272175
android,971273,1,1,5,1202,870,1091,1413405965,96,1.2272175
android,3412775,1,1,5,163,1949,1943,1397308837,283,1.2272175
android,1115554,1,1,5,9377,800,484,1411456912,119,1.2272175
android,1788689,1,1,5,572,1523,373,1401401522,235,1.2272175
android,3849201,1,1,5,76,742,1227,1421247528,6,1.2272175
android,2212970,1,1,5,173,545,770,1408542314,153,1.2272175
android,2792531,1,1,5,13791,835,521,1404048610,205,1.2272175
android,3107719,1,1,5,228,156,256,1407010601,170,1.2272175
android,1938435,1,1,5,3835,241,810,1397197542,284,1.2272175
jdbc,409172,1,1,5,13128,683,448,1418976896,32,1.2272175
jdbc,14955,1,1,5,119313,139,785,1416463260,61,1.2272175
hibernate,1354879,1,1,5,2947,3400,2566,1399411641,258,1.2272175
hibernate,3839840,1,1,5,784,381,237,1406534763,176,1.2272175
spring,1263543,1,1,5,3291,607,1091,1409170961,145,1.2272175
spring,831472,1,1,5,717,317,371,1406620386,175,1.2272175
spring,1035180,1,1,5,105,3628,1518,1407619740,163,1.2272175
spring,505714,1,1,5,5307,89,889,1418912640,33,1.2272175
spring,256618,1,1,5,38300,880,694,1395193217,307,1.2272175
spring,3041785,1,1,5,2521,284,458,1395324196,306,1.2272175
spring,690553,1,1,5,4188,526,3993,1393214242,330,1.2272175
spring,3445373,1,1,5,161,302,1302,1396251672,295,1.2272175
spring,1237575,1,1,5,7795,1357,4658,1401705411,232,1.2272175
generics,1288678,1,1,5,803,204,82,1389804722,370,1.2272175
generics,2137269,1,1,5,3368,169,168,1407392751,166,1.2272175
generics,627727,1,1,5,2099,213,350,1416457713,61,1.2272175
generics,2095090,1,1,5,7829,1075,466,1402569766,222,1.2272175
xml,886533,1,1,5,13829,2672,2853,1395771636,300,1.2272175
xml,2447152,1,1,5,2487,633,237,1412191548,110,1.2272175
json,2011748,1,1,5,3750,193,358,1405234305,191,1.2272175
json,487649,1,1,5,3796,309,1071,1409128706,146,1.2272175
json,2975751,1,1,5,233,2965,485,1395171644,307,1.2272175
jpa,1973271,1,1,5,13936,1824,2643,1412808996,103,1.2272175
multithreading,1158374,1,1,5,1206,454,275,1405319767,190,1.2272175
multithreading,1062250,1,1,5,8352,918,567,1404428854,200,1.2272175
multithreading,42126,1,1,5,23225,731,4912,1407353184,166,1.2272175
multithreading,1130930,1,1,5,11456,1057,1321,1398367043,270,1.2272175
multithreading,3230218,1,1,5,934,1384,352,1391212425,353,1.2272175
html,2452275,1,1,5,936,270,240,1408356290,155,1.2272175
mysql,1837823,1,1,5,2254,184,102,1391161574,354,1.2272175
mysql,459557,1,1,5,5067,188,264,1406742369,173,1.2272175
jar,480975,1,1,5,6172,751,1634,1400434901,246,1.2272175
netbeans,3365479,1,1,5,746,2333,912,1408024596,159,1.2272175
sockets,3307716,1,1,5,401,1129,377,1405470147,188,1.2272175
sockets,335638,1,1,5,8141,240,362,1408558241,152,1.2272175
maven,2704032,1,1,5,1646,243,124,1414399428,85,1.2272175
maven,2219361,1,1,5,588,223,2966,1394707276,313,1.2272175
arraylist,544983,1,1,5,15851,151,698,1394041736,320,1.2272175
arraylist,1727645,1,1,5,7731,1374,317,1394596804,314,1.2272175
arraylist,2578015,1,1,5,414,317,414,1400443011,246,1.2272175
arraylist,581205,1,1,5,15160,1183,1869,1403543540,210,1.2272175
arraylist,896588,1,1,5,4196,431,414,1416489399,61,1.2272175
arraylist,1757964,1,1,5,2462,624,539,1417396520,50,1.2272175
java-ee,1707520,1,1,5,6873,260,525,1419001472,32,1.2272175
eclipse,2231887,1,1,5,1898,684,196,1394022673,321,1.2272175
eclipse,3467940,1,1,5,731,844,49,1397311904,283,1.2272175
eclipse,2662489,1,1,5,5153,1072,571,1397678171,278,1.2272175
eclipse,1364896,1,1,5,1620,79,652,1393925424,322,1.2272175
eclipse,1297641,1,1,5,1864,155,276,1403266044,214,1.2272175
eclipse,2946760,1,1,5,741,1796,654,1411327465,120,1.2272175
eclipse,3156636,1,1,5,397,143,696,1403862264,207,1.2272175
eclipse,2380830,1,1,5,31957,203,505,1407508150,165,1.2272175
eclipse,2316112,1,1,5,5174,217,574,1393250380,330,1.2272175
eclipse,391554,1,1,5,30837,192,149,1389273243,376,1.2272175
eclipse,3447229,1,1,5,439,318,371,1417598881,48,1.2272175
eclipse,3048095,1,1,5,1159,221,170,1413381196,97,1.2272175
eclipse,2891664,1,1,5,11426,391,370,1414791882,80,1.2272175
eclipse,302916,1,1,5,45414,454,734,1390278198,364,1.2272175
swing,2714702,1,1,5,1,523,1346,1390286326,364,1.2272175
swing,1813047,1,1,5,751,112,598,1393938532,322,1.2272175
swing,3224483,1,1,5,2076,575,467,1392394092,340,1.2272175
swing,756968,1,1,5,1444,139,55,1412892669,102,1.2272175
swing,1180966,1,1,5,3773,114,198,1395866190,299,1.2272175
swing,126769,1,1,5,111292,264,84,1400098196,250,1.2272175
swing,1023553,1,1,5,2598,942,557,1411331789,120,1.2272175
swing,1395688,1,1,5,946,343,419,1410511701,130,1.2272175
regex,2192903,1,1,5,7477,993,142,1399899786,253,1.2272175
regex,2468131,1,1,5,1907,560,129,1390479131,362,1.2272175
regex,2564301,1,1,5,8442,158,880,1407068913,170,1.2272175
user-interface,2855515,1,1,5,2227,1954,276,1401231021,237,1.2272175
user-interface,1506071,1,1,5,4394,596,409,1395287211,306,1.2272175
user-interface,3069254,1,1,5,3071,90,1408,1401096204,239,1.2272175
user-interface,2112557,1,1,5,553,119,279,1417123640,53,1.2272175
user-interface,1694043,1,1,5,623,332,1335,1417794093,46,1.2272175
user-interface,1927832,1,1,5,51471,350,235,1402741800,220,1.2272175
servlets,697630,1,1,5,23175,880,6005,1399493011,257,1.2272175
servlets,463324,1,1,5,4235,1343,315,1401036483,240,1.2272175
arrays,272287,1,1,5,2490,234,1024,1408569968,152,1.2272175
arrays,2329661,1,1,5,284,1296,680,1404093682,204,1.2272175
arrays,117362,1,1,5,30491,1060,1073,1417769588,46,1.2272175
arrays,166339,1,1,5,63408,111,334,1418446501,38,1.2272175
arrays,1277252,1,1,5,6305,170,65,1389945042,368,1.2272175
arrays,2126023,1,1,5,2101,464,151,1410162242,134,1.2272175
arrays,464988,1,1,5,80589,370,190,1393869135,322,1.2272175
arrays,2719186,1,1,5,2328,533,86,1407180775,168,1.2272175
arrays,2903325,1,1,5,1260,686,1582,1397092397,285,1.2272175
arrays,2311841,1,1,5,854,192,390,1414419511,85,1.2272175
string,206883,1,1,5,722,273,631,1410361980,132,1.2272175
string,477878,1,1,5,88668,183,334,1400098573,250,1.2272175
android,3723831,1,1,5,66,328,494,1402390732,224,1.2272175
android,3148387,1,1,5,186,201,55,1388928141,380,1.2272175
android,1851576,1,1,5,106,672,1398,1419354905,27,1.2272175
android,3352285,1,1,5,2902,526,478,1404156577,203,1.2272175
android,1143255,1,1,5,417,863,522,1410955431,125,1.2272175
hibernate,2511450,1,1,5,313,97,160,1404502143,199,1.2272175
hibernate,1874113,1,1,5,669,4356,1421,1412834967,103,1.2272175
sql,6742,1,1,5,28399,1017,473,1391177546,354,1.2272175
sql,527312,1,1,5,5129,605,1945,1393871012,322,1.2272175
spring,2531159,1,1,5,251,686,505,1399653391,256,1.2272175
spring,2719186,1,1,5,2328,207,156,1406025373,182,1.2272175
generics,243943,1,1,5,26895,535,1364,1403763589,208,1.2272175
generics,1035698,1,1,5,2293,1942,541,1412290720,109,1.2272175
generics,441899,1,1,5,5522,873,399,1398011146,275,1.2272175
xml,1281433,1,1,5,37856,1676,4833,1393973780,321,1.2272175
xml,3410212,1,1,5,899,1057,1265,1394800101,312,1.2272175
xml,79450,1,1,5,3317,720,350,1401846663,230,1.2272175
json,1484017,1,1,5,1051,1504,1135,1403592787,210,1.2272175
jpa,1874113,1,1,5,669,4356,1421,1412834967,103,1.2272175
multithreading,2083523,1,1,5,4548,773,1521,1399214016,261,1.2272175
html,1221571,1,1,5,61015,315,269,1408374819,155,1.2272175
mysql,1874113,1,1,5,669,4356,1421,1412834967,103,1.2272175
mysql,527312,1,1,5,5129,605,1945,1393871012,322,1.2272175
arraylist,25949,1,1,5,10780,675,761,1403621256,210,1.2272175
arraylist,1068470,1,1,5,920,1311,2244,1415381520,73,1.2272175
eclipse,3164795,1,1,5,373,69,123,1396013561,298,1.2272175
eclipse,539490,1,1,5,2981,283,143,1407540317,164,1.2272175
eclipse,3396895,1,1,5,1153,545,170,1419421735,27,1.2272175
swing,2633527,1,1,5,2652,737,310,1406505195,176,1.2272175
swing,1490144,1,1,5,677,917,1593,1410982273,124,1.2272175
regex,3193867,1,1,5,1969,549,144,1392200919,342,1.2272175
user-interface,2580649,1,1,5,1442,736,218,1397361472,282,1.2272175
arrays,2441080,1,1,5,511,530,261,1417735112,46,1.2272175
arrays,552759,1,1,5,34527,763,415,1404414451,200,1.2272175
string,3943327,4,2,6,1267,627,291,1413176426,99,1.21788
android,2336315,4,2,6,3352,691.25,778.5,1415384913,73,1.21788
android,672631,4,2,6,494,1036.25,1518.5,1410188743,134,1.21788
android,2136710,4,2,6,191,561.25,450,1393520312,327,1.21788
xml,1850925,4,2,6,1166,330.5,489,1399919533,252,1.21788
multithreading,653856,4,2,6,71722,466.75,2269.5,1399814855,254,1.21788
multithreading,2164109,4,2,6,9624,1415.5,909,1405054052,193,1.21788
multithreading,196211,4,2,6,12108,832.25,808,1397036004,286,1.21788
mysql,637853,4,2,6,38082,862.25,783,1415981992,67,1.21788
mysql,1055241,4,2,6,4587,529.5,319.5,1418388251,39,1.21788
sockets,1705598,4,2,6,14678,606,1094,1414480080,84,1.21788
maven,1097634,4,2,6,6195,858.25,837,1406818219,173,1.21788
swing,903137,4,2,6,3253,310,664,1399918200,252,1.21788
string,34088,4,2,6,160347,397.75,528.5,1419944737,21,1.21788
android,2020889,4,2,6,556,607.25,1080,1408017433,159,1.21788
spring,365237,4,2,6,16258,983.5,550,1410428430,131,1.21788
generics,2382246,4,2,6,2394,441.75,1264,1415784769,69,1.21788
multithreading,949300,4,2,6,8631,653,773.5,1413300950,98,1.21788
jar,3069254,4,2,6,3071,545.25,306.5,1412835802,103,1.21788
regex,1003123,4,2,6,7200,277.25,175,1409390879,143,1.21788
string,2115021,14,2,22,3341,243,211.5,1394779213,312,1.21701375
string,2616073,4,1,15,11138,510.5,551,1419360761,27,1.212862
string,164835,6,2,9,80673,293,479,1414406639,85,1.20036875
android,3148941,6,2,9,1325,856.6666667,430,1393251021,330,1.20036875
android,1078003,6,2,9,1343,240.6666667,445.5,1395797858,300,1.20036875
android,1033230,6,2,9,1446,351.8333333,267,1390809172,358,1.20036875
maven,1485064,6,2,9,1719,410,586.5,1399629808,256,1.20036875
swing,4010928,6,2,9,189,1013.166667,1347.5,1410254579,133,1.20036875
arrays,1945127,6,2,9,4207,375.6666667,472,1398248630,272,1.20036875
multithreading,3935776,5,1,18,1154,898.2,376,1409280787,144,1.192195
multithreading,2338547,8,2,12,1969,968.5,1292,1418937466,32,1.189862
spring-mvc,1003142,2,1,8,21610,652.5,367,1397737489,278,1.181098333
string,4240314,2,1,8,1147,467.5,551,1417445310,50,1.181098333
string,2798291,2,1,8,4782,844.5,276,1408454115,154,1.181098333
string,2491410,2,1,8,6521,522,973,1413445938,96,1.181098333
string,341291,2,1,8,6657,423,679,1401829976,230,1.181098333
string,2415194,2,1,8,11634,1208.5,308,1393425387,328,1.181098333
string,1988693,2,1,8,5546,525,513,1416535708,60,1.181098333
tomcat,2955996,2,1,8,1857,594,341,1419847190,22,1.181098333
android,2435041,2,1,8,362,591,109,1407024817,170,1.181098333
android,3630690,2,1,8,351,1002.5,1030,1404925657,194,1.181098333
